DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW),n1c,n2c,n3c
2021-10-17 17:00:00,9.434,0.990934,6.704,13.5395,2.7079,6.092775,4.738825
2021-10-17 18:00:00,10.396,0.990744,7.517,20.1271,4.02542,9.057195,7.044485
2021-10-17 19:00:00,10.995,0.990474,7.806,22.2861,4.45722,10.028745,7.800135
2021-10-17 20:00:00,11.485,0.990232,7.429,19.2904,3.85808,8.68068,6.75164
2021-10-17 21:00:00,11.726,0.9899,6.525,12.1505,2.4301,5.467725,4.252675
2021-10-17 22:00:00,11.601,0.989593,5.84,8.41196,1.682392,3.785382,2.944186
2021-10-17 23:00:00,9.641,0.989507,5.327,5.71619,1.143238,2.5722855,2.0006665
2021-10-18 00:00:00,5.745,0.989353,4.786,3.63609,0.727218,1.6362405,1.2726315
2021-10-18 01:00:00,4.823,0.98927,5.873,8.43865,1.68773,3.7973925,2.9535275
2021-10-18 02:00:00,4.055,0.989278,6.42,11.7748,2.35496,5.29866,4.12118
2021-10-18 03:00:00,3.963,0.989182,6.148,10.5408,2.10816,4.74336,3.68928
2021-10-18 04:00:00,4.234,0.988987,5.997,9.4843,1.89686,4.267935,3.319505
2021-10-18 05:00:00,3.566,0.988743,5.682,7.81445,1.56289,3.5165025,2.7350575
2021-10-18 06:00:00,2.877,0.988681,5.266,5.55497,1.110994,2.4997365,1.9442395
2021-10-18 07:00:00,1.874,0.98903,4.5,2.58267,0.516534,1.1622015,0.9039345
2021-10-18 08:00:00,0.999,0.989208,3.909,1.23456,0.246912,0.555552,0.432096
2021-10-18 09:00:00,0.142,0.989344,3.499,0,0,0,0
2021-10-18 10:00:00,-0.093,0.989483,3.205,0,0,0,0
2021-10-18 11:00:00,-0.483,0.989908,3.051,0,0,0,0
2021-10-18 12:00:00,-0.586,0.989987,2.731,0,0,0,0
2021-10-18 13:00:00,-0.351,0.990234,2.805,0,0,0,0
2021-10-18 14:00:00,2.711,0.990566,3.487,0,0,0,0
2021-10-18 15:00:00,5.991,0.990493,2.365,0,0,0,0
2021-10-18 16:00:00,8.973,0.990183,1.629,0,0,0,0
2021-10-18 17:00:00,10.903,0.989631,1.664,0,0,0,0
2021-10-18 18:00:00,12.139,0.989158,1.459,0,0,0,0
2021-10-18 19:00:00,13.23,0.988645,1.679,0,0,0,0
2021-10-18 20:00:00,14.1,0.988221,2.177,0,0,0,0
2021-10-18 21:00:00,14.614,0.987649,1.809,0,0,0,0
2021-10-18 22:00:00,14.834,0.987299,1.997,0,0,0,0
2021-10-18 23:00:00,12.633,0.987071,2.298,0,0,0,0
2021-10-19 00:00:00,8.479,0.986861,3.15,0,0,0,0
2021-10-19 01:00:00,6.852,0.986947,3.73,0.787067,0.1574134,0.35418015,0.27547345
2021-10-19 02:00:00,5.827,0.986975,3.964,1.33701,0.267402,0.6016545,0.4679535
2021-10-19 03:00:00,4.926,0.986899,3.923,1.25559,0.251118,0.5650155,0.4394565
2021-10-19 04:00:00,4.305,0.986857,4.055,1.54065,0.30813,0.6932925,0.5392275
2021-10-19 05:00:00,3.857,0.98667,4.627,3.11021,0.622042,1.3995945,1.0885735
2021-10-19 06:00:00,3.392,0.986752,4.73,3.46344,0.692688,1.558548,1.212204
2021-10-19 07:00:00,3.02,0.986943,5.037,4.6397,0.92794,2.087865,1.623895
2021-10-19 08:00:00,2.679,0.98721,4.924,4.16421,0.832842,1.8738945,1.4574735
2021-10-19 09:00:00,2.192,0.98742,4.851,3.90027,0.780054,1.7551215,1.3650945
2021-10-19 10:00:00,1.789,0.98764,4.709,3.40386,0.680772,1.531737,1.191351
2021-10-19 11:00:00,1.206,0.987987,4.717,3.44655,0.68931,1.5509475,1.2062925
2021-10-19 12:00:00,1.2,0.988209,4.735,3.4976,0.69952,1.57392,1.22416
2021-10-19 13:00:00,1.662,0.988403,4.516,2.79669,0.559338,1.2585105,0.9788415
2021-10-19 14:00:00,5.578,0.988635,4.18,1.75737,0.351474,0.7908165,0.6150795
2021-10-19 15:00:00,9.034,0.988771,3.058,0,0,0,0
2021-10-19 16:00:00,11.996,0.988595,2.064,0,0,0,0
2021-10-19 17:00:00,14.203,0.988046,2.513,0,0,0,0
2021-10-19 18:00:00,15.938,0.987652,2.611,0,0,0,0
2021-10-19 19:00:00,17.16,0.987209,2.475,0,0,0,0
2021-10-19 20:00:00,18.149,0.986797,2.592,0,0,0,0
2021-10-19 21:00:00,18.633,0.986341,2.598,0,0,0,0
2021-10-19 22:00:00,18.605,0.985957,2.892,0,0,0,0
2021-10-19 23:00:00,15.697,0.985812,3.57,0,0,0,0
2021-10-20 00:00:00,11.651,0.985684,4.471,2.59112,0.518224,1.166004,0.906892
2021-10-20 01:00:00,10.062,0.985747,3.646,0.658511,0.1317022,0.29632995,0.23047885
2021-10-20 02:00:00,8.961,0.985836,4.485,2.55945,0.51189,1.1517525,0.8958075
2021-10-20 03:00:00,8.193,0.98601,5.449,6.18641,1.237282,2.7838845,2.1652435
2021-10-20 04:00:00,7.495,0.985993,5.125,4.79081,0.958162,2.1558645,1.6767835
2021-10-20 05:00:00,7.053,0.986,4.506,2.58832,0.517664,1.164744,0.905912
2021-10-20 06:00:00,6.754,0.986255,5.064,4.54804,0.909608,2.046618,1.591814
2021-10-20 07:00:00,6.445,0.986422,5.702,7.64038,1.528076,3.438171,2.674133
2021-10-20 08:00:00,6.061,0.986667,5.374,5.73182,1.146364,2.579319,2.006137
2021-10-20 09:00:00,5.543,0.986744,4.789,3.43182,0.686364,1.544319,1.201137
2021-10-20 10:00:00,5.119,0.986896,4.636,2.96334,0.592668,1.333503,1.037169
2021-10-20 11:00:00,4.823,0.987087,4.29,2.03493,0.406986,0.9157185,0.7122255
2021-10-20 12:00:00,4.637,0.987039,4.655,3.15837,0.631674,1.4212665,1.1054295
2021-10-20 13:00:00,4.896,0.987076,5.405,6.13498,1.226996,2.760741,2.147243
2021-10-20 14:00:00,8.605,0.987137,5.645,7.47818,1.495636,3.365181,2.617363
2021-10-20 15:00:00,11.505,0.98711,4.801,3.57472,0.714944,1.608624,1.251152
2021-10-20 16:00:00,14.417,0.986646,3.058,0,0,0,0
2021-10-20 17:00:00,16.809,0.985994,3.13,0,0,0,0
2021-10-20 18:00:00,18.402,0.985503,3.296,0,0,0,0
2021-10-20 19:00:00,19.663,0.984939,3.319,0,0,0,0
2021-10-20 20:00:00,20.673,0.984312,3.581,0,0,0,0
2021-10-20 21:00:00,21.237,0.983742,4.119,1.53211,0.306422,0.6894495,0.5362385
2021-10-20 22:00:00,21.002,0.983429,4.064,1.44134,0.288268,0.648603,0.504469
2021-10-20 23:00:00,18.242,0.983203,5.256,5.20554,1.041108,2.342493,1.821939
2021-10-21 00:00:00,16.327,0.983083,7.476,19.1986,3.83972,8.63937,6.71951
2021-10-21 01:00:00,15.515,0.982908,8.278,26.0144,5.20288,11.70648,9.10504
2021-10-21 02:00:00,14.999,0.982734,8.55,28.3891,5.67782,12.775095,9.936185
2021-10-21 03:00:00,14.708,0.98266,8.977,32.9073,6.58146,14.808285,11.517555
2021-10-21 04:00:00,14.77,0.982269,9.962,42.6425,8.5285,19.189125,14.924875
2021-10-21 05:00:00,14.909,0.981819,9.263,35.3643,7.07286,15.913935,12.377505
2021-10-21 06:00:00,14.728,0.981617,8.647,29.4797,5.89594,13.265865,10.317895
2021-10-21 07:00:00,14.671,0.981604,8.032,23.7081,4.74162,10.668645,8.297835
2021-10-21 08:00:00,14.889,0.981453,8.06,23.9825,4.7965,10.792125,8.393875
2021-10-21 09:00:00,14.757,0.981286,8.31,26.1588,5.23176,11.77146,9.15558
2021-10-21 10:00:00,14.797,0.980969,8.973,32.9364,6.58728,14.82138,11.52774
2021-10-21 11:00:00,14.887,0.980907,10.001,43.0392,8.60784,19.36764,15.06372
2021-10-21 12:00:00,14.769,0.980848,9.906,41.9163,8.38326,18.862335,14.670705
2021-10-21 13:00:00,14.693,0.980637,10.309,46.0072,9.20144,20.70324,16.10252
2021-10-21 14:00:00,15.061,0.98044,10.043,43.4117,8.68234,19.535265,15.194095
2021-10-21 15:00:00,16.298,0.980354,8.341,26.4034,5.28068,11.88153,9.24119
2021-10-21 16:00:00,18.56,0.979796,6.649,12.5581,2.51162,5.651145,4.395335
2021-10-21 17:00:00,20.394,0.978975,6.848,13.9251,2.78502,6.266295,4.873785
2021-10-21 18:00:00,21.716,0.978032,7.754,20.7657,4.15314,9.344565,7.267995
2021-10-21 19:00:00,22.712,0.977362,9.364,34.5222,6.90444,15.53499,12.08277
2021-10-21 20:00:00,22.991,0.976685,9.22,33.3039,6.66078,14.986755,11.656365
2021-10-21 21:00:00,22.667,0.976026,8.966,31.4172,6.28344,14.13774,10.99602
2021-10-21 22:00:00,22.74,0.975387,9.176,33.1427,6.62854,14.914215,11.599945
2021-10-21 23:00:00,21.188,0.974919,9.651,37.9957,7.59914,17.098065,13.298495
2021-10-22 00:00:00,20.82,0.974347,11.877,54.643,10.9286,24.58935,19.12505
2021-10-22 01:00:00,20.733,0.973992,12.17,54.9958,10.99916,24.74811,19.24853
2021-10-22 02:00:00,20.55,0.973773,11.535,53.8535,10.7707,24.234075,18.848725
2021-10-22 03:00:00,19.817,0.973754,10.421,45.1618,9.03236,20.32281,15.80663
2021-10-22 04:00:00,19.304,0.973611,10.757,48.4062,9.68124,21.78279,16.94217
2021-10-22 05:00:00,19.058,0.972708,10.716,48.4169,9.68338,21.787605,16.945915
2021-10-22 06:00:00,19.471,0.972054,11.855,54.3925,10.8785,24.476625,19.037375
2021-10-22 07:00:00,19.526,0.971618,12.25,54.9925,10.9985,24.746625,19.247375
2021-10-22 08:00:00,19.579,0.97127,13.149,55.07,11.014,24.7815,19.2745
2021-10-22 09:00:00,19.496,0.97084,14.019,55.0613,11.01226,24.777585,19.271455
2021-10-22 10:00:00,19.043,0.970304,13.826,55.1162,11.02324,24.80229,19.29067
2021-10-22 11:00:00,19.148,0.96995,14.395,55.0763,11.01526,24.784335,19.276705
2021-10-22 12:00:00,19.545,0.969598,14.275,54.9816,10.99632,24.74172,19.24356
2021-10-22 13:00:00,19.788,0.969157,13.548,54.911,10.9822,24.70995,19.21885
2021-10-22 14:00:00,20.171,0.96876,13.2,54.8169,10.96338,24.667605,19.185915
2021-10-22 15:00:00,20.533,0.969185,11.343,52.9,10.58,23.805,18.515
2021-10-22 16:00:00,19.716,0.969766,8.85,30.7278,6.14556,13.82751,10.75473
2021-10-22 17:00:00,20.255,0.969782,7.974,22.5212,4.50424,10.13454,7.88242
2021-10-22 18:00:00,20.599,0.96979,6.908,14.2012,2.84024,6.39054,4.97042
2021-10-22 19:00:00,21.148,0.969874,7.511,18.8155,3.7631,8.466975,6.585425
2021-10-22 20:00:00,21.512,0.970024,7.958,22.264,4.4528,10.0188,7.7924
2021-10-22 21:00:00,21.32,0.970141,8.494,26.9053,5.38106,12.107385,9.416855
2021-10-22 22:00:00,20.396,0.970495,8.495,26.9926,5.39852,12.14667,9.44741
2021-10-22 23:00:00,18.594,0.97109,7.165,16.2496,3.24992,7.31232,5.68736
2021-10-23 00:00:00,16.523,0.971678,8.737,28.6445,5.7289,12.890025,10.025575
2021-10-23 01:00:00,14.32,0.972218,10.086,42.0698,8.41396,18.93141,14.72443
2021-10-23 02:00:00,13.678,0.97268,9.629,37.138,7.4276,16.7121,12.9983
2021-10-23 03:00:00,13.515,0.973075,7.001,14.4616,2.89232,6.50772,5.06156
2021-10-23 04:00:00,12.926,0.97314,7.449,18.5321,3.70642,8.339445,6.486235
2021-10-23 05:00:00,12.786,0.973165,7.016,15.2432,3.04864,6.85944,5.33512
2021-10-23 06:00:00,12.682,0.973176,8.068,22.8613,4.57226,10.287585,8.001455
2021-10-23 07:00:00,12.043,0.973468,7.263,16.657,3.3314,7.49565,5.82995
2021-10-23 08:00:00,11.504,0.973777,6.9,13.8049,2.76098,6.212205,4.831715
2021-10-23 09:00:00,11.378,0.973932,5.981,8.66351,1.732702,3.8985795,3.0322285
2021-10-23 10:00:00,10.966,0.974388,6.913,14.0571,2.81142,6.325695,4.919985
2021-10-23 11:00:00,10.708,0.974849,6.608,11.8685,2.3737,5.340825,4.153975
2021-10-23 12:00:00,10.4,0.975283,6.057,8.92077,1.784154,4.0143465,3.1222695
2021-10-23 13:00:00,10.04,0.975821,6.947,14.2964,2.85928,6.43338,5.00374
2021-10-23 14:00:00,9.808,0.976342,7.016,14.9474,2.98948,6.72633,5.23159
2021-10-23 15:00:00,9.988,0.976818,6.591,12.0999,2.41998,5.444955,4.234965
2021-10-23 16:00:00,10.435,0.977254,6.23,10.654,2.1308,4.7943,3.7289
2021-10-23 17:00:00,10.68,0.977426,5.596,7.02962,1.405924,3.163329,2.460367
2021-10-23 18:00:00,11.349,0.977622,5.518,6.46233,1.292466,2.9080485,2.2618155
2021-10-23 19:00:00,12.014,0.977672,4.889,3.81184,0.762368,1.715328,1.334144
2021-10-23 20:00:00,12.758,0.977733,4.533,2.71502,0.543004,1.221759,0.950257
2021-10-23 21:00:00,13.263,0.977585,3.684,0.699525,0.139905,0.31478625,0.24483375
2021-10-23 22:00:00,14.01,0.977668,3.793,0.937328,0.1874656,0.4217976,0.3280648
2021-10-23 23:00:00,12.7,0.977951,4.781,3.45234,0.690468,1.553553,1.208319
2021-10-24 00:00:00,9.45,0.978327,4.207,1.83942,0.367884,0.827739,0.643797
2021-10-24 01:00:00,8.183,0.978769,4.866,3.82652,0.765304,1.721934,1.339282
2021-10-24 02:00:00,7.438,0.979084,4.554,2.7725,0.5545,1.247625,0.970375
2021-10-24 03:00:00,6.998,0.979366,4.048,1.41854,0.283708,0.638343,0.496489
2021-10-24 04:00:00,6.447,0.979464,3.546,0,0,0,0
2021-10-24 05:00:00,5.395,0.979481,3.287,0,0,0,0
2021-10-24 06:00:00,4.391,0.979767,2.76,0,0,0,0
2021-10-24 07:00:00,4.032,0.98022,2.575,0,0,0,0
2021-10-24 08:00:00,3.423,0.980626,2.432,0,0,0,0
2021-10-24 09:00:00,3.022,0.980867,2.264,0,0,0,0
2021-10-24 10:00:00,2.466,0.981276,2.392,0,0,0,0
2021-10-24 11:00:00,1.997,0.981858,2.542,0,0,0,0
2021-10-24 12:00:00,1.65,0.982183,2.846,0,0,0,0
2021-10-24 13:00:00,1.772,0.982605,3.187,0,0,0,0
2021-10-24 14:00:00,4.879,0.983006,2.826,0,0,0,0
2021-10-24 15:00:00,8.187,0.983281,1.611,0,0,0,0
2021-10-24 16:00:00,11.078,0.983312,1.647,0,0,0,0
2021-10-24 17:00:00,13.46,0.982834,2.125,0,0,0,0
2021-10-24 18:00:00,15.134,0.982482,2.233,0,0,0,0
2021-10-24 19:00:00,16.273,0.982226,3.058,0,0,0,0
2021-10-24 20:00:00,16.999,0.981994,2.491,0,0,0,0
2021-10-24 21:00:00,17.4,0.981839,1.776,0,0,0,0
2021-10-24 22:00:00,17.49,0.981647,1.525,0,0,0,0
2021-10-24 23:00:00,14.927,0.981761,1.33,0,0,0,0
2021-10-25 00:00:00,11.336,0.981884,0.575,0,0,0,0
2021-10-25 01:00:00,9.972,0.982173,1.151,0,0,0,0
2021-10-25 02:00:00,9.059,0.982409,2.965,0,0,0,0
2021-10-25 03:00:00,7.926,0.982545,3.866,1.10116,0.220232,0.495522,0.385406
2021-10-25 04:00:00,7.988,0.982417,5.905,8.75151,1.750302,3.9381795,3.0630285
2021-10-25 05:00:00,7.305,0.98216,6.121,10.1295,2.0259,4.558275,3.545325
2021-10-25 06:00:00,6.65,0.982165,6.369,11.4485,2.2897,5.151825,4.006975
2021-10-25 07:00:00,6.355,0.982232,7.072,16.4448,3.28896,7.40016,5.75568
2021-10-25 08:00:00,6.03,0.982382,8.009,24.2182,4.84364,10.89819,8.47637
2021-10-25 09:00:00,6.313,0.982619,9.253,36.3211,7.26422,16.344495,12.712385
2021-10-25 10:00:00,6.723,0.982865,9.342,37.0701,7.41402,16.681545,12.974535
2021-10-25 11:00:00,7.225,0.983429,9.396,37.5622,7.51244,16.90299,13.14677
2021-10-25 12:00:00,7.347,0.983651,9.676,40.3615,8.0723,18.162675,14.126525
2021-10-25 13:00:00,7.144,0.983783,11.103,54.707,10.9414,24.61815,19.14745
2021-10-25 14:00:00,9.503,0.983868,10.379,47.6774,9.53548,21.45483,16.68709
2021-10-25 15:00:00,11.814,0.984065,6.972,15.3574,3.07148,6.91083,5.37509
2021-10-25 16:00:00,13.775,0.983982,5.994,9.08619,1.817238,4.0887855,3.1801665
2021-10-25 17:00:00,15.528,0.98349,6.061,9.48918,1.897836,4.270131,3.321213
2021-10-25 18:00:00,16.982,0.983046,5.31,5.45506,1.091012,2.454777,1.909271
2021-10-25 19:00:00,17.966,0.982566,4.804,3.48496,0.696992,1.568232,1.219736
2021-10-25 20:00:00,18.704,0.982094,4.547,2.69501,0.539002,1.2127545,0.9432535
2021-10-25 21:00:00,18.923,0.981777,4.981,4.09029,0.818058,1.8406305,1.4316015
2021-10-25 22:00:00,18.443,0.981492,5.301,5.36401,1.072802,2.4138045,1.8774035
2021-10-25 23:00:00,16.366,0.981405,6.742,13.2538,2.65076,5.96421,4.63883
2021-10-26 00:00:00,15.058,0.981365,7.983,23.2061,4.64122,10.442745,8.122135
2021-10-26 01:00:00,15.111,0.981385,8.023,23.5968,4.71936,10.61856,8.25888
2021-10-26 02:00:00,14.186,0.981268,9.422,36.719,7.3438,16.52355,12.85165
2021-10-26 03:00:00,13.264,0.981184,9.739,40.093,8.0186,18.04185,14.03255
2021-10-26 04:00:00,12.7,0.981086,9.991,43.1061,8.62122,19.397745,15.087135
2021-10-26 05:00:00,12.305,0.980839,9.775,40.6229,8.12458,18.280305,14.218015
2021-10-26 06:00:00,12.338,0.980779,9.255,35.5169,7.10338,15.982605,12.430915
2021-10-26 07:00:00,12.529,0.980712,8.603,29.1204,5.82408,13.10418,10.19214
2021-10-26 08:00:00,12.649,0.98065,7.957,23.2286,4.64572,10.45287,8.13001
2021-10-26 09:00:00,12.819,0.980637,7.119,16.4639,3.29278,7.408755,5.762365
2021-10-26 10:00:00,12.399,0.980554,6.027,9.30059,1.860118,4.1852655,3.2552065
2021-10-26 11:00:00,12.081,0.980412,5.41,5.92293,1.184586,2.6653185,2.0730255
2021-10-26 12:00:00,12.082,0.979989,5.193,5.0579,1.01158,2.276055,1.770265
2021-10-26 13:00:00,12.278,0.979696,5.13,4.8034,0.96068,2.16153,1.68119
2021-10-26 14:00:00,12.372,0.979291,6.008,9.18174,1.836348,4.131783,3.213609
2021-10-26 15:00:00,12.402,0.979028,5.623,7.15016,1.430032,3.217572,2.502556
2021-10-26 16:00:00,12.555,0.978144,5.833,8.22919,1.645838,3.7031355,2.8802165
2021-10-26 17:00:00,12.978,0.976844,6.227,10.556,2.1112,4.7502,3.6946
2021-10-26 18:00:00,13.65,0.975712,6.431,11.3642,2.27284,5.11389,3.97747
2021-10-26 19:00:00,14.748,0.974535,7.46,18.9329,3.78658,8.519805,6.626515
2021-10-26 20:00:00,15.178,0.973664,8.059,23.6787,4.73574,10.655415,8.287545
2021-10-26 21:00:00,15.211,0.972526,9.256,34.8616,6.97232,15.68772,12.20156
2021-10-26 22:00:00,14.812,0.971767,9.01,32.8964,6.57928,14.80338,11.51374
2021-10-26 23:00:00,14.259,0.971429,9.482,37.0253,7.40506,16.661385,12.958855
2021-10-27 00:00:00,14.396,0.971049,9.94,41.9929,8.39858,18.896805,14.697515
2021-10-27 01:00:00,14.255,0.971342,6.826,13.3393,2.66786,6.002685,4.668755
2021-10-27 02:00:00,14.198,0.972218,4.54,2.68789,0.537578,1.2095505,0.9407615
2021-10-27 03:00:00,14.483,0.972416,5.74,7.56866,1.513732,3.405897,2.649031
2021-10-27 04:00:00,14.106,0.972599,7.762,21.0944,4.21888,9.49248,7.38304
2021-10-27 05:00:00,13.836,0.97285,8.055,22.8958,4.57916,10.30311,8.01353
2021-10-27 06:00:00,13.253,0.973486,9.013,33.1196,6.62392,14.90382,11.59186
2021-10-27 07:00:00,11.977,0.974243,8.309,26.1625,5.2325,11.773125,9.156875
2021-10-27 08:00:00,12.523,0.974945,7.068,15.164,3.0328,6.8238,5.3074
2021-10-27 09:00:00,13.157,0.97566,6.783,12.9167,2.58334,5.812515,4.520845
2021-10-27 10:00:00,13.053,0.976367,5.105,4.54255,0.90851,2.0441475,1.5898925
2021-10-27 11:00:00,12.915,0.977057,3.809,0.963144,0.1926288,0.4334148,0.3371004
2021-10-27 12:00:00,12.889,0.97766,4.185,1.68888,0.337776,0.759996,0.591108
2021-10-27 13:00:00,12.878,0.978291,2.926,0,0,0,0
2021-10-27 14:00:00,12.796,0.978855,2.669,0,0,0,0
2021-10-27 15:00:00,12.994,0.979309,1.921,0,0,0,0
2021-10-27 16:00:00,13.404,0.979579,1.324,0,0,0,0
2021-10-27 17:00:00,14.091,0.979386,0.908,0,0,0,0
2021-10-27 18:00:00,14.678,0.979374,1.5,0,0,0,0
2021-10-27 19:00:00,15.553,0.979534,1.615,0,0,0,0
2021-10-27 20:00:00,16.205,0.979602,2.24,0,0,0,0
2021-10-27 21:00:00,16.474,0.979647,2.185,0,0,0,0
2021-10-27 22:00:00,16.652,0.979763,1.47,0,0,0,0
2021-10-27 23:00:00,15.101,0.980071,1.296,0,0,0,0
2021-10-28 00:00:00,12.391,0.98041,1.826,0,0,0,0
2021-10-28 01:00:00,11.492,0.980772,2.355,0,0,0,0
2021-10-28 02:00:00,11.127,0.981104,2.592,0,0,0,0
2021-10-28 03:00:00,10.709,0.98122,3.043,0,0,0,0
2021-10-28 04:00:00,10.111,0.98117,3.791,0.949514,0.1899028,0.4272813,0.3323299
2021-10-28 05:00:00,9.295,0.980961,4.729,3.34571,0.669142,1.5055695,1.1709985
2021-10-28 06:00:00,8.934,0.981047,5.384,5.90884,1.181768,2.658978,2.068094
2021-10-28 07:00:00,8.687,0.981204,5.468,6.30326,1.260652,2.836467,2.206141
2021-10-28 08:00:00,8.509,0.981382,6.286,11.0236,2.20472,4.96062,3.85826
2021-10-28 09:00:00,8.949,0.981542,6.685,13.1963,2.63926,5.938335,4.618705
2021-10-28 10:00:00,8.723,0.98164,7.544,20.1493,4.02986,9.067185,7.052255
2021-10-28 11:00:00,9.293,0.981935,8.84,32.0405,6.4081,14.418225,11.214175
2021-10-28 12:00:00,9.735,0.982176,9.596,39.0759,7.81518,17.584155,13.676565
2021-10-28 13:00:00,10.785,0.982361,9.718,40.2631,8.05262,18.118395,14.092085
2021-10-28 14:00:00,12.503,0.982401,9.763,40.5182,8.10364,18.23319,14.18137
2021-10-28 15:00:00,13.654,0.982465,8.5,28.038,5.6076,12.6171,9.8133
2021-10-28 16:00:00,15.577,0.982175,7.759,21.2777,4.25554,9.574965,7.447195
2021-10-28 17:00:00,16.65,0.981889,6.613,12.3739,2.47478,5.568255,4.330865
2021-10-28 18:00:00,16.387,0.981657,6.183,10.2008,2.04016,4.59036,3.57028
2021-10-28 19:00:00,17.726,0.981385,6.648,12.5803,2.51606,5.661135,4.403105
2021-10-28 20:00:00,19.961,0.981008,7.153,16.2968,3.25936,7.33356,5.70388
2021-10-28 21:00:00,19.699,0.98056,7.687,20.4114,4.08228,9.18513,7.14399
2021-10-28 22:00:00,19.986,0.980156,7.428,18.4532,3.69064,8.30394,6.45862
2021-10-28 23:00:00,19.046,0.979957,8.825,30.7398,6.14796,13.83291,10.75893
2021-10-29 00:00:00,17.989,0.979733,10.961,51.3863,10.27726,23.123835,17.985205
2021-10-29 01:00:00,17.694,0.9797,12.333,55.908,11.1816,25.1586,19.5678
2021-10-29 02:00:00,17.382,0.979766,12.234,55.9719,11.19438,25.187355,19.590165
2021-10-29 03:00:00,17.296,0.979691,12.311,55.9841,11.19682,25.192845,19.594435
2021-10-29 04:00:00,17.171,0.97941,12.584,55.9922,11.19844,25.19649,19.59727
2021-10-29 05:00:00,17.178,0.979075,13.199,55.9717,11.19434,25.187265,19.590095
2021-10-29 06:00:00,17.245,0.978942,13.002,55.9511,11.19022,25.177995,19.582885
2021-10-29 07:00:00,17.332,0.97898,12.726,55.9365,11.1873,25.171425,19.577775
2021-10-29 08:00:00,17.336,0.978859,12.919,55.9289,11.18578,25.168005,19.575115
2021-10-29 09:00:00,17.165,0.978678,12.661,55.9515,11.1903,25.178175,19.583025
2021-10-29 10:00:00,16.925,0.978457,13.293,55.9851,11.19702,25.193295,19.594785
2021-10-29 11:00:00,16.643,0.978463,13.966,56.0399,11.20798,25.217955,19.613965
2021-10-29 12:00:00,16.993,0.978523,13.888,55.9758,11.19516,25.18911,19.59153
2021-10-29 13:00:00,17.622,0.978732,13.001,55.8666,11.17332,25.13997,19.55331
2021-10-29 14:00:00,18.068,0.978841,12.021,55.6258,11.12516,25.03161,19.46903
2021-10-29 15:00:00,18.854,0.978706,10.894,50.8337,10.16674,22.875165,17.791795
2021-10-29 16:00:00,19.953,0.978269,10.549,47.5299,9.50598,21.388455,16.635465
2021-10-29 17:00:00,20.879,0.977688,10.339,44.89,8.978,20.2005,15.7115
2021-10-29 18:00:00,21.551,0.977105,10.301,44.0962,8.81924,19.84329,15.43367
2021-10-29 19:00:00,21.893,0.976509,10.516,45.6204,9.12408,20.52918,15.96714
2021-10-29 20:00:00,22.954,0.975759,11.74,53.7097,10.74194,24.169365,18.798395
2021-10-29 21:00:00,22.293,0.974908,11.711,53.9486,10.78972,24.27687,18.88201
2021-10-29 22:00:00,21.242,0.97426,10.991,50.8581,10.17162,22.886145,17.800335
2021-10-29 23:00:00,20.903,0.974015,10.669,48.2771,9.65542,21.724695,16.896985
2021-10-30 00:00:00,20.008,0.973681,11.042,51.2856,10.25712,23.07852,17.94996
2021-10-30 01:00:00,19.97,0.973395,12.188,55.0851,11.01702,24.788295,19.279785
2021-10-30 02:00:00,21.063,0.972769,14.508,54.8768,10.97536,24.69456,19.20688
2021-10-30 03:00:00,17.935,0.974225,8.764,28.7592,5.75184,12.94164,10.06572
2021-10-30 04:00:00,15.354,0.975136,8.764,30.2714,6.05428,13.62213,10.59499
2021-10-30 05:00:00,15.141,0.975609,5.801,7.62271,1.524542,3.4302195,2.6679485
2021-10-30 06:00:00,14.507,0.976382,5.754,7.79599,1.559198,3.5081955,2.7285965
2021-10-30 07:00:00,13.897,0.977097,4.726,3.19783,0.639566,1.4390235,1.1192405
2021-10-30 08:00:00,13.681,0.977484,6.316,10.8883,2.17766,4.899735,3.810905
2021-10-30 09:00:00,12.656,0.977999,7.93,22.8771,4.57542,10.294695,8.006985
2021-10-30 10:00:00,11.222,0.978792,7.753,21.4773,4.29546,9.664785,7.517055
2021-10-30 11:00:00,10.206,0.979442,6.347,11.1933,2.23866,5.036985,3.917655
2021-10-30 12:00:00,9.65,0.979936,4.59,2.90889,0.581778,1.3090005,1.0181115
2021-10-30 13:00:00,9.516,0.980351,3.351,0,0,0,0
2021-10-30 14:00:00,9.554,0.98068,2.165,0,0,0,0
2021-10-30 15:00:00,9.563,0.980789,1.607,0,0,0,0
2021-10-30 16:00:00,9.736,0.980711,1.249,0,0,0,0
2021-10-30 17:00:00,9.958,0.980419,1.051,0,0,0,0
2021-10-30 18:00:00,10.283,0.980354,1.228,0,0,0,0
2021-10-30 19:00:00,11.605,0.980345,1.885,0,0,0,0
2021-10-30 20:00:00,12.6,0.980137,1.745,0,0,0,0
2021-10-30 21:00:00,13.519,0.9799,1.778,0,0,0,0
2021-10-30 22:00:00,14.518,0.97987,4.402,2.35259,0.470518,1.0586655,0.8234065
2021-10-30 23:00:00,12.57,0.980318,5.644,7.30948,1.461896,3.289266,2.558318
2021-10-31 00:00:00,9.762,0.98083,6.242,10.8172,2.16344,4.86774,3.78602
2021-10-31 01:00:00,8.717,0.981308,7.901,23.0284,4.60568,10.36278,8.05994
