DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW),n1c,n2c,n3c
2019-01-18 22:00:00,7.392,0.988769,1.573,0,0,0,0
2019-01-18 23:00:00,6.899,0.988557,0.777,0,0,0,0
2019-01-19 00:00:00,6.694,0.988636,0.941,0,0,0,0
2019-01-19 01:00:00,6.476,0.988549,2.619,0,0,0,0
2019-01-19 02:00:00,6.49,0.988775,4.769,3.54197,0.708394,1.5938865,1.2396895
2019-01-19 03:00:00,6.424,0.988788,7.007,16.014,3.2028,7.2063,5.6049
2019-01-19 04:00:00,5.971,0.989082,8.207,26.342,5.2684,11.8539,9.2197
2019-01-19 05:00:00,5.659,0.989113,6.084,10.0193,2.00386,4.508685,3.506755
2019-01-19 06:00:00,5.335,0.989309,6.368,11.596,2.3192,5.2182,4.0586
2019-01-19 07:00:00,4.298,0.989756,7.106,16.9835,3.3967,7.642575,5.944225
2019-01-19 08:00:00,3.22,0.990079,6.072,10.0204,2.00408,4.50918,3.50714
2019-01-19 09:00:00,2.602,0.990257,6.771,14.262,2.8524,6.4179,4.9917
2019-01-19 10:00:00,2.281,0.990426,6.599,13.0658,2.61316,5.87961,4.57303
2019-01-19 11:00:00,1.148,0.990792,7.688,21.2846,4.25692,9.57807,7.44961
2019-01-19 12:00:00,0.06,0.991164,7.02,16.4509,3.29018,7.402905,5.757815
2019-01-19 13:00:00,-0.433,0.991633,8.339,28.3538,5.67076,12.75921,9.92383
2019-01-19 14:00:00,-0.805,0.991999,7.718,22.596,4.5192,10.1682,7.9086
2019-01-19 15:00:00,0.081,0.992327,6.74,14.3122,2.86244,6.44049,5.00927
2019-01-19 16:00:00,1.459,0.992344,6.157,10.7211,2.14422,4.824495,3.752385
2019-01-19 17:00:00,2.925,0.991932,6.209,11.059,2.2118,4.97655,3.87065
2019-01-19 18:00:00,4.258,0.991596,6.386,11.7946,2.35892,5.30757,4.12811
2019-01-19 19:00:00,5.262,0.991428,6.205,10.9499,2.18998,4.927455,3.832465
2019-01-19 20:00:00,5.877,0.991219,6.186,10.8076,2.16152,4.86342,3.78266
2019-01-19 21:00:00,6.17,0.990946,6.269,11.2039,2.24078,5.041755,3.921365
2019-01-19 22:00:00,5.886,0.990722,6.352,11.5481,2.30962,5.196645,4.041835
2019-01-19 23:00:00,4.061,0.990731,6.921,15.5308,3.10616,6.98886,5.43578
2019-01-20 00:00:00,2.603,0.990961,7.898,23.8822,4.77644,10.74699,8.35877
2019-01-20 01:00:00,1.239,0.991192,7.735,22.4861,4.49722,10.118745,7.870135
2019-01-20 02:00:00,0.738,0.991435,8.215,27.0563,5.41126,12.175335,9.469705
2019-01-20 03:00:00,0.912,0.991502,7.959,24.5891,4.91782,11.065095,8.606185
2019-01-20 04:00:00,1.781,0.991533,6.137,10.5925,2.1185,4.766625,3.707375
2019-01-20 05:00:00,1.705,0.991347,5.231,5.49725,1.09945,2.4737625,1.9240375
2019-01-20 06:00:00,1.598,0.991372,5.583,7.30725,1.46145,3.2882625,2.5575375
2019-01-20 07:00:00,1.48,0.991494,6.028,9.83371,1.966742,4.4251695,3.4417985
2019-01-20 08:00:00,1.431,0.991624,6.087,10.2466,2.04932,4.61097,3.58631
2019-01-20 09:00:00,1.399,0.991537,6.294,11.4964,2.29928,5.17338,4.02374
2019-01-20 10:00:00,1.3,0.991385,5.913,9.12446,1.824892,4.106007,3.193561
2019-01-20 11:00:00,1.178,0.991418,5.978,9.50747,1.901494,4.2783615,3.3276145
2019-01-20 12:00:00,1.076,0.991329,6.12,10.1955,2.0391,4.587975,3.568425
2019-01-20 13:00:00,0.951,0.991311,5.605,7.00855,1.40171,3.1538475,2.4529925
2019-01-20 14:00:00,1.228,0.991295,5.265,5.50309,1.100618,2.4763905,1.9260815
2019-01-20 15:00:00,2.406,0.991323,3.846,1.09345,0.21869,0.4920525,0.3827075
2019-01-20 16:00:00,3.87,0.991118,3.864,1.14154,0.228308,0.513693,0.399539
2019-01-20 17:00:00,5.265,0.990661,4.251,2.03973,0.407946,0.9178785,0.7139055
2019-01-20 18:00:00,6.302,0.990275,3.923,1.25333,0.250666,0.5639985,0.4386655
2019-01-20 19:00:00,7.123,0.989802,3.91,1.22564,0.245128,0.551538,0.428974
2019-01-20 20:00:00,7.647,0.989375,3.583,0,0,0,0
2019-01-20 21:00:00,7.859,0.988902,3.376,0,0,0,0
2019-01-20 22:00:00,7.758,0.988278,3.578,0,0,0,0
2019-01-20 23:00:00,7.352,0.987915,3.843,1.07415,0.21483,0.4833675,0.3759525
2019-01-21 00:00:00,7.042,0.987584,4.88,3.9,0.78,1.755,1.365
2019-01-21 01:00:00,6.841,0.987192,6.003,9.38849,1.877698,4.2248205,3.2859715
2019-01-21 02:00:00,6.466,0.986742,5.886,8.46202,1.692404,3.807909,2.961707
2019-01-21 03:00:00,6.649,0.986381,6.979,15.4948,3.09896,6.97266,5.42318
2019-01-21 04:00:00,6.536,0.986094,6.613,12.9184,2.58368,5.81328,4.52144
2019-01-21 05:00:00,6.296,0.98543,6.653,13.1752,2.63504,5.92884,4.61132
2019-01-21 06:00:00,5.978,0.98495,7.353,18.875,3.775,8.49375,6.60625
2019-01-21 07:00:00,6.067,0.984604,8.067,24.804,4.9608,11.1618,8.6814
2019-01-21 08:00:00,6.327,0.983737,9.606,39.7206,7.94412,17.87427,13.90221
2019-01-21 09:00:00,6.484,0.983187,10.214,46.6658,9.33316,20.99961,16.33303
2019-01-21 10:00:00,6.183,0.983037,8.906,33.2247,6.64494,14.951115,11.628645
2019-01-21 11:00:00,5.358,0.983024,7.801,22.4735,4.4947,10.113075,7.865725
2019-01-21 12:00:00,5.189,0.982841,7.861,23.0553,4.61106,10.374885,8.069355
2019-01-21 13:00:00,5.18,0.982719,8.855,32.8366,6.56732,14.77647,11.49281
2019-01-21 14:00:00,4.944,0.982122,10.717,52.0356,10.40712,23.41602,18.21246
2019-01-21 15:00:00,5.017,0.98168,10.321,47.8022,9.56044,21.51099,16.73077
2019-01-21 16:00:00,5.07,0.982368,4.621,2.9135,0.5827,1.311075,1.019725
2019-01-21 17:00:00,5.068,0.98172,5.388,5.83256,1.166512,2.624652,2.041396
2019-01-21 18:00:00,5.494,0.980647,7.539,20.3481,4.06962,9.156645,7.121835
2019-01-21 19:00:00,6.023,0.980701,5.673,7.3958,1.47916,3.32811,2.58853
2019-01-21 20:00:00,6.561,0.979898,6.568,12.5405,2.5081,5.643225,4.389175
2019-01-21 21:00:00,7.137,0.979263,7.738,21.5036,4.30072,9.67662,7.52626
2019-01-21 22:00:00,7.668,0.978628,8.101,23.9618,4.79236,10.78281,8.38663
2019-01-21 23:00:00,7.842,0.97865,6.881,14.6621,2.93242,6.597945,5.131735
2019-01-22 00:00:00,8.157,0.978514,7.698,21.1258,4.22516,9.50661,7.39403
2019-01-22 01:00:00,7.867,0.978533,6.361,11.2252,2.24504,5.05134,3.92882
2019-01-22 02:00:00,7.935,0.978755,5.45,6.26426,1.252852,2.818917,2.192491
2019-01-22 03:00:00,7.994,0.979094,3.478,0,0,0,0
2019-01-22 04:00:00,8.056,0.979211,2.016,0,0,0,0
2019-01-22 05:00:00,8.129,0.979144,2.727,0,0,0,0
2019-01-22 06:00:00,8.121,0.979071,3.364,0,0,0,0
2019-01-22 07:00:00,8.041,0.979564,5.709,7.7487,1.54974,3.486915,2.712045
2019-01-22 08:00:00,7.959,0.979917,4.405,2.39806,0.479612,1.079127,0.839321
2019-01-22 09:00:00,7.627,0.980281,5.135,4.88004,0.976008,2.196018,1.708014
2019-01-22 10:00:00,6.574,0.980595,6.233,10.8915,2.1783,4.901175,3.812025
2019-01-22 11:00:00,5.274,0.980912,6.132,9.74984,1.949968,4.387428,3.412444
2019-01-22 12:00:00,5.723,0.981043,5.006,4.20361,0.840722,1.8916245,1.4712635
2019-01-22 13:00:00,5.58,0.981302,5.781,7.8505,1.5701,3.532725,2.747675
2019-01-22 14:00:00,5.133,0.981735,5.005,4.39156,0.878312,1.976202,1.537046
2019-01-22 15:00:00,4.91,0.982141,6.024,9.14653,1.829306,4.1159385,3.2012855
2019-01-22 16:00:00,5.26,0.982126,5.724,7.95812,1.591624,3.581154,2.785342
2019-01-22 17:00:00,5.094,0.982366,4.366,2.3468,0.46936,1.05606,0.82138
2019-01-22 18:00:00,4.626,0.98251,3.952,1.2992,0.25984,0.58464,0.45472
2019-01-22 19:00:00,4.485,0.982739,4.595,2.96705,0.59341,1.3351725,1.0384675
2019-01-22 20:00:00,4.13,0.982906,4.928,4.09702,0.819404,1.843659,1.433957
2019-01-22 21:00:00,3.824,0.982668,5.05,4.60314,0.920628,2.071413,1.611099
2019-01-22 22:00:00,3.465,0.982702,5.441,6.28907,1.257814,2.8300815,2.2011745
2019-01-22 23:00:00,3.115,0.982764,4.869,3.90559,0.781118,1.7575155,1.3669565
2019-01-23 00:00:00,2.902,0.983153,5.195,5.23208,1.046416,2.354436,1.831228
2019-01-23 01:00:00,2.552,0.983263,5.144,5.05418,1.010836,2.274381,1.768963
2019-01-23 02:00:00,2.284,0.983586,4.365,2.36929,0.473858,1.0661805,0.8292515
2019-01-23 03:00:00,1.788,0.983915,3.102,0,0,0,0
2019-01-23 04:00:00,0.92,0.984046,2.512,0,0,0,0
2019-01-23 05:00:00,-0.587,0.983845,4.144,1.76506,0.353012,0.794277,0.617771
2019-01-23 06:00:00,-0.691,0.983911,5.186,5.3092,1.06184,2.38914,1.85822
2019-01-23 07:00:00,-0.981,0.984168,5.422,6.2141,1.24282,2.796345,2.174935
2019-01-23 08:00:00,-1.001,0.98428,5.489,6.56099,1.312198,2.9524455,2.2963465
2019-01-23 09:00:00,-0.708,0.984216,6.228,11.2119,2.24238,5.045355,3.924165
2019-01-23 10:00:00,-0.76,0.984175,5.98,9.49319,1.898638,4.2719355,3.3226165
2019-01-23 11:00:00,-0.882,0.984428,5.483,6.67275,1.33455,3.0027375,2.3354625
2019-01-23 12:00:00,-0.921,0.984722,4.973,4.39891,0.879782,1.9795095,1.5396185
2019-01-23 13:00:00,-0.961,0.984964,4.837,3.87526,0.775052,1.743867,1.356341
2019-01-23 14:00:00,-0.58,0.985154,4.282,2.15242,0.430484,0.968589,0.753347
2019-01-23 15:00:00,0.836,0.985293,2.926,0,0,0,0
2019-01-23 16:00:00,2.281,0.985221,3.235,0,0,0,0
2019-01-23 17:00:00,3.2,0.984838,2.572,0,0,0,0
2019-01-23 18:00:00,4.241,0.984404,2.382,0,0,0,0
2019-01-23 19:00:00,5.129,0.984092,2.385,0,0,0,0
2019-01-23 20:00:00,5.823,0.983724,2.648,0,0,0,0
2019-01-23 21:00:00,6.086,0.9834,3.115,0,0,0,0
2019-01-23 22:00:00,5.653,0.983271,3.623,0.502238,0.1004476,0.2260071,0.1757833
2019-01-23 23:00:00,4.769,0.983339,4.47,2.46045,0.49209,1.1072025,0.8611575
2019-01-24 00:00:00,3.873,0.983383,4.28,1.99527,0.399054,0.8978715,0.6983445
2019-01-24 01:00:00,3.458,0.983492,4.516,2.58202,0.516404,1.161909,0.903707
2019-01-24 02:00:00,3.157,0.983662,5.826,8.37302,1.674604,3.767859,2.930557
2019-01-24 03:00:00,2.773,0.983784,6.654,13.3225,2.6645,5.995125,4.662875
2019-01-24 04:00:00,2.281,0.983813,6.976,15.8692,3.17384,7.14114,5.55422
2019-01-24 05:00:00,1.92,0.983493,6.619,13.046,2.6092,5.8707,4.5661
2019-01-24 06:00:00,1.644,0.98334,6.85,14.9187,2.98374,6.713415,5.221545
2019-01-24 07:00:00,1.243,0.983435,6.778,14.2985,2.8597,6.434325,5.004475
2019-01-24 08:00:00,0.811,0.983581,5.993,9.52424,1.904848,4.285908,3.333484
2019-01-24 09:00:00,0.435,0.983591,5.325,5.86805,1.17361,2.6406225,2.0538175
2019-01-24 10:00:00,0.136,0.983654,5.17,5.21536,1.043072,2.346912,1.825376
2019-01-24 11:00:00,-0.032,0.98395,4.697,3.35853,0.671706,1.5113385,1.1754855
2019-01-24 12:00:00,-0.157,0.984102,3.652,0.684646,0.1369292,0.3080907,0.2396261
2019-01-24 13:00:00,-0.304,0.984235,2.795,0,0,0,0
2019-01-24 14:00:00,0.239,0.984528,1.312,0,0,0,0
2019-01-24 15:00:00,1.484,0.984802,0.669,0,0,0,0
2019-01-24 16:00:00,3.075,0.985017,1.255,0,0,0,0
2019-01-24 17:00:00,4.715,0.9849,1.665,0,0,0,0
2019-01-24 18:00:00,6.241,0.984837,1.732,0,0,0,0
2019-01-24 19:00:00,7.51,0.984767,2.132,0,0,0,0
2019-01-24 20:00:00,8.306,0.984607,2.649,0,0,0,0
2019-01-24 21:00:00,8.865,0.984403,3.065,0,0,0,0
2019-01-24 22:00:00,8.929,0.984179,3.64,0.619554,0.1239108,0.2787993,0.2168439
2019-01-24 23:00:00,7.883,0.984165,5.108,4.53913,0.907826,2.0426085,1.5886955
2019-01-25 00:00:00,7.039,0.984217,6.336,11.3327,2.26654,5.099715,3.966445
2019-01-25 01:00:00,6.617,0.984368,8.154,24.6692,4.93384,11.10114,8.63422
2019-01-25 02:00:00,6.068,0.984735,8.009,23.6742,4.73484,10.65339,8.28597
2019-01-25 03:00:00,5.186,0.984998,8.013,24.4241,4.88482,10.990845,8.548435
2019-01-25 04:00:00,4.188,0.985096,7.751,22.2971,4.45942,10.033695,7.803985
2019-01-25 05:00:00,2.775,0.98488,8.493,29.2558,5.85116,13.16511,10.23953
2019-01-25 06:00:00,1.532,0.984817,8.384,28.4071,5.68142,12.783195,9.942485
2019-01-25 07:00:00,0.769,0.98498,8.13,26.0457,5.20914,11.720565,9.115995
2019-01-25 08:00:00,0.342,0.985151,8.097,25.7869,5.15738,11.604105,9.025415
2019-01-25 09:00:00,-0.519,0.985224,7.44,20.147,4.0294,9.06615,7.05145
2019-01-25 10:00:00,-1.065,0.985279,6.959,16.0992,3.21984,7.24464,5.63472
2019-01-25 11:00:00,-1.139,0.985568,6.896,15.5707,3.11414,7.006815,5.449745
2019-01-25 12:00:00,-1.294,0.985714,6.875,15.4026,3.08052,6.93117,5.39091
2019-01-25 13:00:00,-1.804,0.985996,7,16.4885,3.2977,7.419825,5.770975
2019-01-25 14:00:00,-0.569,0.986329,6.152,10.7301,2.14602,4.828545,3.755535
2019-01-25 15:00:00,2.231,0.986768,4.469,2.66699,0.533398,1.2001455,0.9334465
2019-01-25 16:00:00,4.161,0.98703,5.606,7.36873,1.473746,3.3159285,2.5790555
2019-01-25 17:00:00,5.076,0.986994,6.474,12.0808,2.41616,5.43636,4.22828
2019-01-25 18:00:00,5.7,0.987015,6.873,14.4517,2.89034,6.503265,5.058095
2019-01-25 19:00:00,6.276,0.986988,7.322,17.8651,3.57302,8.039295,6.252785
2019-01-25 20:00:00,6.672,0.986988,7.756,21.3108,4.26216,9.58986,7.45878
2019-01-25 21:00:00,6.584,0.987033,7.679,20.9067,4.18134,9.408015,7.317345
2019-01-25 22:00:00,5.973,0.987088,7.643,20.9043,4.18086,9.406935,7.316505
2019-01-25 23:00:00,4.125,0.987415,8.054,24.898,4.9796,11.2041,8.7143
2019-01-26 00:00:00,1.93,0.987741,8.779,32.6143,6.52286,14.676435,11.415005
2019-01-26 01:00:00,0.958,0.988114,9.962,45.0968,9.01936,20.29356,15.78388
2019-01-26 02:00:00,-0.687,0.98854,9.364,38.6021,7.72042,17.370945,13.510735
2019-01-26 03:00:00,-1.394,0.988896,8.127,26.368,5.2736,11.8656,9.2288
2019-01-26 04:00:00,-1.999,0.988997,7.751,22.4593,4.49186,10.106685,7.860755
2019-01-26 05:00:00,-2.38,0.989021,6.603,12.7358,2.54716,5.73111,4.45753
2019-01-26 06:00:00,-2.556,0.989157,6.479,12.2276,2.44552,5.50242,4.27966
2019-01-26 07:00:00,-2.481,0.98925,6.54,12.4987,2.49974,5.624415,4.374545
2019-01-26 08:00:00,-2.699,0.989353,5.334,5.96998,1.193996,2.686491,2.089493
2019-01-26 09:00:00,-2.958,0.989127,5.29,5.65192,1.130384,2.543364,1.978172
2019-01-26 10:00:00,-3.156,0.988822,4.938,4.12945,0.82589,1.8582525,1.4453075
2019-01-26 11:00:00,-3.314,0.988935,2.798,0,0,0,0
2019-01-26 12:00:00,-3.404,0.988771,2.18,0,0,0,0
2019-01-26 13:00:00,-3.641,0.988676,1.292,0,0,0,0
2019-01-26 14:00:00,-2.827,0.98854,1.308,0,0,0,0
2019-01-26 15:00:00,-0.958,0.988438,0.936,0,0,0,0
2019-01-26 16:00:00,1.1,0.988077,1.073,0,0,0,0
2019-01-26 17:00:00,2.99,0.987414,1.35,0,0,0,0
2019-01-26 18:00:00,4.75,0.986798,1.51,0,0,0,0
2019-01-26 19:00:00,6.324,0.986199,1.802,0,0,0,0
2019-01-26 20:00:00,7.596,0.985715,2.472,0,0,0,0
2019-01-26 21:00:00,8.344,0.985089,2.904,0,0,0,0
2019-01-26 22:00:00,8.26,0.984451,3.464,0,0,0,0
2019-01-26 23:00:00,4.901,0.984034,4.323,2.10266,0.420532,0.946197,0.735931
